Syrian Arab Republic, 2011,
Chad, 2011, 0.0828697984382
Togo, 2011, 4.883763946
Thailand, 2011, 0.833682448113
Tajikistan, 2011, 7.39999938285
Turkmenistan, 2011, 14.6999999279
Timor-Leste, 2011, 9.52890792291
Tonga, 2011, 2.01912477995
Trinidad and Tobago, 2011, 0.00698519926408
Tunisia, 2011, -2.38391867353
Turkey, 2011, 8.77274629625
Tanzania, 2011, 7.90450757235
Uganda, 2011, 9.67322495938
Ukraine, 2011, 5.20000000927
Uruguay, 2011, 5.16213302183
United States, 2011, 1.60145467247
Uzbekistan, 2011, 8.3
St. Vincent and the Grenadines, 2011, -0.42364408135
Vietnam, 2011, 6.24030274888
Vanuatu, 2011, 1.22322553549
West Bank and Gaza, 2011, 7.8357181821
Samoa, 2011, 5.77854429725
South Africa, 2011, 3.21245175505
Zambia, 2011, 5.61558329641
Zimbabwe, 2011, 11.9054078923
Aruba, 2012,
Afghanistan, 2012, 14.434741288
Angola, 2012, 5.15544054479
Albania, 2012, 1.41999999815
United Arab Emirates, 2012, 6.89359562338
Argentina, 2012, -1.05287445031
Armenia, 2012, 7.20000000328
Australia, 2012, 3.6327203032
Austria, 2012, 0.757314345721
Azerbaijan, 2012, 2.20000018844
Burundi, 2012, 4.01936552951
Belgium, 2012, 0.158656858457
Benin, 2012, 4.64302307573
Burkina Faso, 2012, 6.45267475359
Bangladesh, 2012, 6.52143507837
Bulgaria, 2012, 0.237073889857
Bahrain, 2012, 3.58870457136
Bosnia and Herzegovina, 2012, -0.933187605715
Belarus, 2012, 1.73139122339
Belize, 2012, 3.74082333191
Bolivia, 2012, 5.12227466098
Brazil, 2012, 1.91545862252
Barbados, 2012, 0.271247739602
Brunei Darussalam, 2012, 0.948354661792
Bhutan, 2012, 5.07170981496
Botswana, 2012, 4.45646627273
Central African Republic, 2012, 2.8985406363
Canada, 2012, 1.74547228318
Switzerland, 2012, 1.12462931053
Channel Islands, 2012,
Chile, 2012, 5.45713060954
China, 2012, 7.75029759317
Cote d'Ivoire, 2012, 10.7065041031
Cameroon, 2012, 4.58873870051
Colombia, 2012, 4.04394380637
Comoros, 2012, 2.99999997193
Cabo Verde, 2012, 1.08191831071
Costa Rica, 2012, 5.16758277848
Cuba, 2012, 3.01439046528
Cyprus, 2012, -2.44804965519
Czech Republic, 2012, -0.90030669216
Germany, 2012, 0.405170675144
Djibouti, 2012, 4.84237957255
Denmark, 2012, -0.0733220034166
Dominican Republic, 2012, 2.62950621199
Algeria, 2012, 3.4
Ecuador, 2012, 5.64196206671
Eritrea, 2012,
Spain, 2012, -2.62030851236
Estonia, 2012, 5.18257814064
Ethiopia, 2012, 8.64781163539
Finland, 2012, -1.4261893596
Fiji, 2012, 1.63499038607
France, 2012, 0.182693033547
Gabon, 2012, 5.2510769175
